902,2124
643,6091
1621,1247
798,825
2953,5395
5059,4282
1376,5193
5266,994
781,3613
1312,4417
33,1990
104,4406
486,6931
909,1970
6898,5301
1381,2448
3884,4109
3544,1484
344,2269
925,6541
1094,1836
85,4963
3671,6087
88,4347
527,5002
1587,5684
736,5419
1993,4482
3203,1951
2054,3300
1350,5448
3602,1575
966,2845
481,2386
1253,5926
2281,5105
3660,4990
926,4457
3532,1417
1366,4591
3137,5521
5086,1116
929,1404
1656,4155
4501,4960
314,2342
699,854
5258,3457
650,1349
1029,2365
2535,6565
1101,2537
1388,1813
1623,2809
21,745
1613,6329
3767,3075
422,3338
3278,7021
4915,6310
2737,5303
2037,4509
2076,3128
7048,3150
5540,6788
1180,4938
2251,6358
507,2009
1195,7099
1504,6600
3078,4428
5949,744
1507,2746
1534,2822
6089,1997
4074,5793
5630,5691
1465,2394
1353,2413
858,874
3879,4536
1754,5103
625,3771
3762,2935
4601,4483
4308,6645
637,669
2676,5731
6483,6737
202,6685
1325,5046
5535,4765
1015,1392
2159,6765
6890,7033
190,6459
3184,5509
517,7072
2515,2680
2363,4135
3517,4738
3542,1536
5880,2590
918,3563
847,3811
333,2466
20,559
443,2882
2641,3322
64,2732
4573,4930
315,5743
1939,3819
602,3285
1462,6789
5454,6960
3369,4443
3502,2137
1829,2340
2300,5412
234,4043
1858,4676
5567,6665
3789,1704
1096,4371
574,4530
1839,6744
149,5247
2859,3868
3846,5993
735,823
25,4816
2393,5128
153,5269
322,6623
157,1414
3103,7000
6132,6566
5909,3087
2166,2424
499,1008
115,3784
331,2399
541,4305
298,1295
2704,3777
1293,4375
2504,4727
2086,6458
3923,5904
599,1085
4152,4449
1809,2358
1699,5439
5934,5693
1644,6743
1570,2928
1018,4661
171,2271
3368,3687
278,2233
1936,4279
238,1467
645,2495
2701,2463
957,6591
556,5345
2775,4595
3638,4456
260,1229
144,3063
209,1899
3119,3987
1735,4330
2508,3745
3185,4211
61,2162
94,4004
1183,1584
1071,6522
787,2511
2970,7104
346,5747
5819,6023
550,4076
2601,6247
198,1891
5243,5352
6049,6706
3372,3729
2954,7117
6194,255
210,5296
553,5432
6187,5365
1795,3015
5212,5388
174,4057
2378,5424
2597,5313
2776,6343
2982,5153
252,3140
1251,6296
2664,6742
682,1168
1971,3948
1857,375
3177,5778
468,640
4354,4012
2582,5970
2129,5210
1955,2764
1763,6331
1966,6537
1131,7051
1844,5526
4248,4869
845,4010
3581,6208
1777,3989
1455,5201
2957,1941
2687,3841
2247,6238
312,396
1443,1189
1300,2974
1691,2815
1546,2856
1793,6913
657,3684
1119,6022
15,343
2685,7056
2559,4396
6084,2402
2015,4508
4419,6958
5177,6873
6250,4293
5420,3518
5488,5594
794,4935
1796,4833
3972,1909
2790,4812
6257,4144
5434,6214
2523,5760
750,5315
1707,6288
2257,5440
770,3305
5085,1356
4762,5555
535,1850
4756,5641
282,4145
1932,2314
4600,3009
1690,5024
6939,5810
624,6394
520,1628
223,549
133,6753
28,6734
274,1407
1855,2057
595,5828
1498,7013
2354,6190
24,208
2811,3826
807,5860
2480,6011
107,341
1988,3805
124,6077
2158,2832
2117,3553
1174,6592
4113,5946
2478,6798
1004,2553
2256,5519
2066,6558
1749,6061
2486,6271
71,4663
1215,6553
2607,5091
269,4029
2923,6147
4969,5938
356,3847
245,1924
3292,3489
1172,5587
180,5179
2920,5900
2556,2952
1463,3145
754,4435
4654,5849
1056,2505
470,6921
4523,7066
3504,6820
4703,4731
6189,2862
1724,4799
3720,6943
1321,7040
860,5648
60,1684
365,4725
557,3436
4526,1639
1342,2885
7,2787
27,155
2032,6451
495,6884
831,5652
4205,4959
1523,5172
289,3470
286,632
790,2451
2650,4693
2729,1530
5299,7037
2878,6435
3958,3571
189,1402
2788,3418
2962,4433
1343,6154
4898,7101
1544,5288
528,988
4209,5190
2568,5586
4737,5829
2925,3055
2403,3298
403,4317
5964,4329
7062,4126
1165,4173
532,3110
2056,2778
5018,6185
1730,6119
6729,5523
591,5459
1332,5992
1120,6376
3592,4528
4253,6290
233,5204
1447,3935
2464,3319
5111,6851
1268,1451
1408,2713
3376,5373
1702,2106
4207,4925
516,6284
3903,2107
3500,5902
2936,3688
86,1046
4218,5069
1457,7093
4098,6283
1776,4565
4195,4777
2024,1556
980,4202
6932,6357
1468,1889
808,4115
4325,5236
4828,6294
44,4178
1650,6955
5178,6863
5367,5710
638,7079
3732,7118
423,6858
1649,2471
727,6666
1811,4880
268,2431
302,2879
630,3471
317,949
3468,4467
1012,6883
30,1059
512,927
1959,6984
4860,6647
4269,6000
4710,2779
693,6474
526,2934
514,1979
2111,1675
4699,5726
4527,5473
3248,4328
3614,2419
4908,5436
662,4557
467,2244
2688,6727
170,2781
1156,5974
2735,6009
2016,2023
1330,4465
2035,1961
4101,4989
1733,4919
163,1765
811,5393
1715,2432
1571,3595
80,6367
1327,1237
11,4291
661,2960
6018,6494
5397,6968
6219,7015
321,1645
253,275
877,6074
551,3161
2069,4388
3109,5117
2595,5433
2921,4285
791,2021
5871,6542
1411,5132
1822,5126
93,4383
6850,5456
5181,6911
2550,3769
2453,5077
2150,2831
1907,6504
1933,2484
545,3165
2367,1980
3476,6997
1140,4339
2666,2848
2728,5338
1476,3469
4035,6382
3494,3961
859,3574
1842,5980
2445,4203
1061,5361
945,6246
629,4466
4235,4296
5984,4728
105,3863
789,3315
445,6723
2543,3651
3761,6821
2414,5017
2409,5469
796,3743
6619,5840
2242,5780
5545,6052
1040,1616
2289,6928
4453,1624
1448,4312
3334,4028
1058,6465
939,6385
4825,4877
2745,6323
5597,6076
1322,5052
1935,2566
1983,5414
5120,5349
1695,3251
217,4753
3347,5068
1218,3462
2577,6099
327,7057
2398,2636
1422,7121
2033,5854
3122,1627
6031,6431
1250,2475
767,1739
3812,4808
1331,4872
664,6004
2443,3067
6448,6449
3623,635
390,2184
441,5292
5429,5714
6488,2013
2180,4665
3749,491
2800,3596
1346,3136
218,394
3632,1954
1126,4461
696,6892
668,3829
1076,769
5706,4507
3540,6715
1772,4578
4310,6777
1,954
151,2941
5356,6135
1900,3228
3997,3813
1093,4755
3861,5008
6937,3930
4972,5413
1714,3821
4718,3394
6707,5806
981,3209
4697,2027
324,1946
5013,4299
338,5225
5044,1934
895,3672
529,2299
4387,6302
1367,4174
567,3424
1562,6041
701,5639
4389,6512
444,6917
5722,6422
810,6151
372,2719
3263,3397
3537,3968
710,3685
1668,3815
416,4151
3754,6563
1410,3782
4037,5813
459,4702
6360,5422
4146,6083
950,6166
175,4904
382,206
2710,4377
1759,3900
5314,5686
49,5304
4524,6336
463,4952
620,5730
92,830
2055,6845
5,2481
654,1315
1079,2341
1001,1483
6638,2267
1152,6280
1359,6895
2493,3691
211,1717
101,2849
2360,4940
460,1801
2623,5651
687,1129
1370,2501
4460,4331
1986,2990
572,2632
364,2785
1940,4839
254,6962
379,410
401,4472
3337,4870
3455,6007
4434,6272
803,4547
31,5148
2003,2290
4475,5621
3615,5246
1100,2476
2074,6918
242,4797
436,5478
62,4555
2528,4201
1185,5101
772,2628
4168,6416
561,2385
228,4918
999,4649
63,5995
867,2436
2692,3458
820,2814
265,546
1221,2203
112,1472
680,2229
1490,3713
4486,4689
2041,7125
656,2036
1437,1916
2615,3509
3430,2497
3824,5491
2177,2895
2662,3521
402,3148
2038,5263
2131,2639
6816,6827
3169,1769
3187,5994
942,6724
2603,5214
374,5516
2099,6582
384,5331
4974,6248
1313,454
4302,6144
3107,5501
884,3444
504,5449
869,5863
3182,6869
4233,2689
6102,3692
6387,5475
191,6059
5274,6965
4131,4866
2485,3240
3663,5184
1760,6326
4171,4629
2217,6332
2433,2455
2576,4143
500,50
1712,1918
955,2065
1036,1497
3370,4464
5655,6785
1845,5051
1298,6440
4760,6529
3773,1957
1124,4390
1271,2924
4660,4216
1537,3290
3906,6388
1964,4002
4023,6223
5159,6867
3159,5912
1928,3321
608,827
4200,5160
1162,6802
1894,4484
2105,6627
3010,5624
4318,4445
1019,2014
1873,2525
813,6861
2429,6957
111,4497
1725,3870
2216,2864
52,4780
2138,3653
6693,5659
2554,6445
4158,5443
889,6222
2020,5568
3914,5823
967,3709
1232,6165
2163,3175
3259,6543
2482,4922
2622,4641
1838,5189
1629,2943
2420,2715
2028,3650
2102,1904
5761,6996
2629,6672
4968,5687
2148,4219
3939,5474
965,6986
1127,2638
5916,2975
3674,5665
431,393
3495,4566
195,1552
1862,5283
1355,2161
1563,6160
1047,2437
3218,4987
237,6197
1107,1261
1683,6887
730,2887
2462,4451
447,2483
2400,5650
6,6072
1728,6680
6606,7084
1755,2609
1583,5599
1949,6113
3414,4086
3,3363
1618,2812
585,2155
5614,6831
880,5996
1009,623
1543,3763
2052,4228
586,1491
870,6894
296,5329
250,5999
2004,4393
1558,1758
590,1588
3157,3912
258,4556
1474,2202
1198,4630
2168,850
947,2503
835,3473
7032,6057
246,6424
4073,5957
4110,6418
184,5253
2110,2892
336,3448
4124,5133
6653,6885
10,6269
611,4614
3711,4513
1567,6058
424,6152
56,248
641,5207
457,4709
721,2683
1084,2359
3130,5350
704,1329
6196,6796
2655,224
6179,6567
2200,5858
2320,3391
718,5228
235,1066
3025,7077
2357,2730
1687,6412
1867,3350
864,1149
1703,3892
5446,5627
6181,5786
892,4981
173,5191
1896,6663
4349,3314
6054,6192
4819,5386
4062,2285
451,3077
1726,3483
299,7054
851,1210
4,4087
2517,6359
1258,6954
351,1869
573,941
1430,6254
5060,7119
2130,2937
1664,6386
1919,6429
2820,5956
1042,7043
1600,4567
1199,4267
6020,6520
5125,2909
4717,6433
5156,7009
2993,4470
631,3002
51,395
2599,3162
142,7006
5169,6489
2171,2228
2712,4852
828,4180
339,5360
176,952
998,1083
388,3219
1146,6045
5811,6832
977,2212
1073,2944
2062,3774
1205,5377
2835,6234
1848,342
655,4070
2114,6596
3262,6559
3845,6040
2010,4480
1818,3556
1222,759
5940,6101
2477,6698
2591,6174
1130,5833
1719,4817
1200,4671
3703,4538
4945,5343
76,596
580,1965
733,3988
6142,6404
3727,1843
5803,6203
4745,5825
666,1314
128,1010
2078,5219
78,3497
168,4274
2295,4005
6109,1778
2967,4292
3310,5312
17,2304
689,3427
537,3681
2329,4179
2415,5163
87,1773
1914,6975
4024,4506
3264,4895
4617,4871
7123,6876
3482,6944
1826,3352
799,4512
6780,3936
569,6545
6736,6947
3590,6992
4052,5657
702,6750
3643,3982
6700,6803
1660,3631
83,2834
1125,4450
672,3616
5119,6778
3115,408
2377,4611
1608,4166
886,3212
387,5224
415,936
2681,5882
14,615
135,4634
1648,6626
6701,4071
853,4133
326,6393
509,1390
1950,1082
1301,2061
3225,5518
2250,4796
6341,6959
2371,5333
2005,5034
421,4979
1512,2705
2119,2794
2869,5407
2258,5566
2081,5038
2520,3645
475,3031
974,3317
525,4757
4705,5542
1002,3198
1631,4951
1872,868
5923,3384
5284,6438
1372,4943
3583,577
2115,2011
1105,3731
143,4196
3950,4575
332,5812
2616,3799
452,132
4187,5152
1365,6397
69,1063
2557,4217
4033,4854
362,5580
1296,6531
4429,5925
5676,6516
1663,4189
907,1888
77,3048
58,581
109,1492
1133,3585
910,6536
1892,2532
6363,3491
53,1947
1652,3844
3367,3493
411,5452
1674,5628
1601,6467
3752,5832
1678,5612
6595,5215
130,1529
984,1737
2185,4335
1764,4015
5281,6140
172,1774
73,2310
1592,5145
897,7070
2440,6352
1389,5674
2883,3525
1053,2938
2157,5831
663,6787
5166,4966
43,2022
4361,5007
1994,5966
6175,5110
1383,2372
465,4685
5337,6286
5185,5143
4628,4861
1132,3041
2209,4479
2592,4761
5801,7078
805,1233
3628,5870
41,3453
3837,4384
373,6991
1278,2972
113,4032
997,6016
413,1454
766,3332
2552,6806
6081,2575
795,2248
148,4554
6667,5014
272,3867
320,4842
2836,3069
7029,7034
2182,5538
3138,4561
815,2227
1771,583
1677,5759
1106,1654
446,2674
659,2252
201,2098
74,4798
1547,7109
592,4298
4625,6518
2526,6461
953,4068
4644,4656
4307,6374
3058,5530
16,2444
530,675
3878,5763
425,1461
102,7068
5574,7110
370,5458
2375,2422
378,5654
3479,6034
2387,3758
1762,6221
4102,5719
1532,2808
995,3213
330,3275
3800,5733
1357,2963
1052,3938
1030,4251
600,1207
1128,2521
1518,4080
6590,5817
2677,4607
3194,5098
1081,1369
4077,5906
1694,3748
996,4092
4013,5702
695,1482
1922,1586
802,4564
2238,1657
3984,6245
1945,4094
3399,5931
3492,2950
4740,5766
747,6929
2239,146
6709,6491
3417,6678
5671,5852
1560,5223
197,5485
565,4425
2558,4868
464,5033
3279,3396
1982,3129
5548,6533
1302,2179
712,2321
628,3141
4048,4695
2169,4038
837,5554
944,5379
973,5466
2160,4404
940,1310
2214,5242
6145,2893
4962,6979
969,3524
523,564
698,5802
1968,6799
4177,5915
4398,4458
325,502
3875,5095
778,3739
1667,7007
2397,3356
1456,1977
594,2588
2642,6115
3465,5666
271,5400
1597,4744
1506,4008
2978,6420
832,5908
1288,2580
129,1473
106,1274
2828,6682
1323,3969
6070,5042
358,617
4496,7075
1803,4916
4838,5707
2490,4018
1214,1976
22,4543
1689,2905
4540,6306
4061,5144
2389,4185
719,3098
1671,2519
665,3156
1697,3254
381,1481
4247,2561
757,2085
4850,6150
2819,4583
4142,6759
761,6315
893,1804
1016,1427
3545,5075
1636,7112
2091,4559
3622,3860
3728,4794
2467,4881
1150,4418
3737,5442
2881,5777
2979,2423
5387,4599
4857,4890
1686,4593
1167,204
737,812
156,6346
164,6281
2694,4238
5254,5471
908,3747
3452,5872
4181,5080
266,3630
1638,6239
1915,7111
2219,2406
554,843
2542,5685
5216,6215
32,2210
1743,2608
6127,4455
1037,5896
560,2529
1187,6544
626,4967
1216,1352
1148,6042
287,300
1710,1819
1320,5322
3211,6340
2330,6210
6526,3042
2095,4403
2192,3905
2813,5465
2727,5981
3343,3589
1113,2931
604,5972
1911,5170
185,2654
398,3760
360,6073
3559,4494
660,6990
5362,3839
309,1969
214,4668
3859,6060
1151,3302
501,6525
4715,7116
2510,6922
6547,7046
2611,2945
905,2034
161,1227
1208,1682
1062,1334
5610,5818
6575,4137
4395,4647
5136,3992
2903,4370
1184,4316
1048,3633
760,1775
399,3836
6005,3700
6126,6804
6092,3020
2474,879
652,4698
515,5428
2871,1337
6319,6953
3527,6056
193,6925
6015,6980
1500,3566
1442,1554
511,1692
1095,2858
597,3922
316,943
476,2264
4172,6583
213,4121
616,3756
4991,2000
67,6469
6232,7067
3456,5457
117,7105
1632,6321
3163,6231
1805,5510
2249,3192
2948,3967
3921,5894
2989,4422
3753,5632
2634,4380
1732,4568
1921,4674
5348,6206
753,4081
3183,5600
2457,5289
3288,3440
1385,7122
2126,6157
3955,2073
2183,3830
2346,7083
3601,3656
4319,6814
1436,4342
2696,5848
2718,6815
12,5237
3707,5262
440,2653
3216,3557
2204,2880
6220,3243
412,1897
1181,5366
226,5389
5022,5382
6629,7094
397,3991
3549,6167
2668,3152
3768,4581
1265,2545
359,931
1135,1655
822,1679
6801,2640
75,2026
1901,2275
1363,5188
4351,2860
448,2691
3960,6395
562,2170
676,4824
3017,6274
3849,4315
277,5724
3915,5155
1576,6812
1750,6717
430,4324
2499,2804
200,3320
482,1700
1580,6611
1358,3244
2315,3193
466,579
5739,6768
3733,3586
571,6373
777,1055
1445,5032
1360,1535
5704,3124
4585,1996
2031,4286
5264,5794
1501,1866
1409,4932
724,2407
3467,3801
1643,5907
1275,5822
1299,5256
3652,2626
420,267
1434,5725
4436,3336
3019,6748
1428,4768
3481,6910
2187,2840
752,1593
2298,2720
1898,7001
2362,3181
653,972
479,4631
1647,5834
746,3897
1306,6933
3548,4516
1960,3032
2452,7115
2042,5421
5241,7025
1520,5590
685,2567
2211,3910
1783,4382
1459,5570
2901,5486
6191,3412
306,5239
3070,4933
5326,5791
4268,4992
916,3230
1070,5815
1581,3926
817,2047
137,1294
352,793
728,2756
450,552
229,3007
232,6530
1661,2087
711,2332
215,6389
1308,1741
5581,5937
131,4100
3676,2791
2723,3765
303,4700
3227,5479
6010,2618
758,5192
5573,3797
2472,3624
1374,4026
5229,5903
114,3126
4672,4041
3598,5109
1827,2516
1134,2675
1347,3891
4948,4977
784,474
1812,6075
345,2793
1394,3091
896,3575
37,6776
284,3706
1553,3576
890,5649
1249,2316
273,6632
819,2722
6726,4949
938,788
1147,1364
1190,3913
2807,4652
2141,3976
89,4301
3023,4237
29,2447
508,4049
120,5404
544,4191
2198,2088
1453,5015
1277,3146
1252,2327
3272,3160
1527,2079
18,6136
5932,7012
3881,6882
42,2128
1007,4128
1160,6298
1193,4230
1548,3629
38,7069
1102,5589
493,4427
418,539
2695,5438
1123,6555
6704,2796
5941,6578
1790,1906
2578,6897
857,4190
5951,4097
2051,3966
1142,1967
1840,3360
4696,2195
2142,5124
4502,4847
2837,6702
472,1825
3046,4910
334,6317
993,5839
1620,1658
3607,4337
1099,1494
2120,3176
1244,1368
3855,6930
1153,5898
1864,5245
3995,6659
3573,5914
380,2392
7106,6211
2596,3190
5942,2293
4741,1292
5114,7107
1789,3515
2391,2988
0,82
6365,3239
147,1400
3795,6746
47,1158
3604,3996
3644,6071
2236,3874
108,4639
1635,1846
1341,6914
23,700
290,4378
1155,6853
731,1797
846,2565
3975,4518
469,7030
2428,6053
1568,4707
1761,2376
4742,6602
4683,5876
196,5772
1138,1740
2926,5520
4227,4929
986,2987
5998,5168
3828,5918
4053,1781
1141,5140
5461,6338
1496,6651
1540,6730
3392,4632
2996,6436
1611,4303
1026,4679
713,3420
1874,1270
427,2306
971,5698
3928,5615
1226,3783
478,1169
1984,6756
150,4793
84,4140
4085,4262
4889,5094
4239,6763
2175,3679
1516,2460
2665,3580
755,3432
1109,2284
123,4775
716,2605
2711,1566
13,4198
779,5079
3054,4487
785,3925
6209,2959
1339,5799
1756,4123
3011,1384
3232,5028
1579,4739
4093,1005
4481,5213
1166,5729
900,3520
1234,2276
3333,1031
4386,5240
933,2006
231,3005
188,4888
2139,5853
1788,3780
723,3788
3620,4122
821,5928
875,2939
291,2562
127,4937
2507,1051
6339,2734
885,3454
4931,4290
1752,3474
383,1721
3339,5394
3508,4594
1942,2540
3792,5490
1847,2852
1223,2270
3940,4338
5911,3577
1191,3096
2279,3325
1626,187
1944,4276
407,1259
1319,2904
920,5353
5141,6838
780,4141
5004,5888
439,1533
4474,5642
4844,5067
2613,5045
2547,3722
65,2049
2994,5430
3778,4212
903,2323
1399,6631
1284,5920
35,6224
126,5183
294,2646
1785,5298
3036,4244
705,2816
5255,7049
3507,6263
848,6204
2886,4463
4782,5546
2851,3917
2366,3199
887,3349
2336,1877
749,1963
570,4853
3726,3970
1027,4624
136,4886
2942,2998
6364,5773
1013,673
1246,5619
979,5467
2339,6621
598,6793
2434,4680
5211,6854
961,2671
3104,4288
4706,4985
2312,5113
2334,6384
1272,3237
4576,6654
2152,5070
826,1821
169,5402
1290,2215
2093,5268
3919,5631
2446,2548
3419,5613
1617,4519
1069,5496
5173,5295
3108,5576
1637,3640
361,5789
667,934
4885,5180
6998,6969
1429,7081
3625,946
6573,4892
5746,4602
2154,4213
4311,5855
2583,5090
6355,5552
1266,5857
2173,4409
5506,6478
1097,3268
3172,5106
257,4732
743,6699
4735,2763
1034,4598
367,2125
2767,5061
840,1401
2223,4893
1114,6477
139,987
66,1103
3724,5157
1225,6399
3375,5411
5577,3838
878,1382
4167,6755
6993,2494
350,2213
1003,4913
2465,2573
240,2352
1416,6498
3854,4800
2408,5683
3052,6733
959,5797
46,2740
3558,6432
5986,5979
1551,6409
923,5104
2012,5481
203,4334
3277,1550
688,6118
4368,6163
487,2894
928,1163
1605,4245
2649,1878
160,2866
2288,4204
2147,4897
6262,5899
1091,5595
355,5165
1273,1449
3842,709
3134,901
477,4863
985,4295
386,3673
976,6470
3038,6148
5939,2193
948,5376
1557,3249
607,1345
3324,4747
304,4620
3409,3793
98,1086
1614,3257
3719,3772
3168,7088
2030,2700
2589,4681
1738,6176
983,5027
2151,3390
45,301
646,6901
3261,3406
1731,3522
1336,2080
968,4414
4402,6856
2395,3931
5334,3806
2769,5672
3295,6605
55,7053
6868,5569
348,2064
2068,1985
125,3862
219,2825
1192,1391
8,6926
2995,6334
3269,7018
5508,3759
1396,5305
162,5764
2254,7055
1603,4346
1043,5537
456,6676
2245,5968
241,2633
1522,6635
2197,5776
3485,739
1876,4994
1121,4439
605,1335
1333,4348
3472,6184
824,4065
182,461
1698,2101
3051,5174
1112,1431
414,547
91,4621
855,956
2146,5470
1882,4300
1615,2838
2234,3313
639,4091
1348,3695
636,5796
1074,2094
3738,2089
1486,4714
3569,5944
3037,6689
4961,6413
1050,5006
5604,3435
5200,3065
1485,6455
5820,4014
2614,6961
263,2919
856,4232
1753,5273
921,935
2563,6819
1868,5841
6481,4161
809,3377
3255,1242
1238,2044
3634,5023
2075,4136
5709,6874
3646,2690
2025,3348
543,6275
3655,4856
5039,6442
924,6168
1118,3735
906,4374
1948,6808
121,6741
3742,5571
2872,4366
6697,6562
6870,2750
494,4001
2823,4365
3013,4072
3366,3097
5318,6705
2331,4272
2748,7011
4704,6408
852,1555
2370,4579
1464,5321
748,6475
2347,490
4771,3880
192,3888
2759,5259
5680,6265
3904,6260
244,5616
2303,2348
1033,6681
2536,6614
882,1420
3035,4743
2604,6447
167,4849
496,2439
3012,3297
2533,5130
2956,2984
911,2865
919,1425
3062,4909
2902,3246
1479,5146
377,4843
2958,6844
3908,3202
1104,2273
738,3425
4462,4752
2181,5866
354,1745
1549,963
166,5276
4846,5342
1111,4222
2479,4114
4089,6797
3006,5182
3999,4597
1814,1999
9,3401
99,3902
3270,5088
489,2325
2758,4408
1317,4153
5675,1316
363,3022
1469,6974
2659,6660
1108,2817
2844,531
1565,6840
3404,4164
1418,4025
2492,1748
340,6237
1240,3490
181,5768
406,510
1538,6351
989,5868
6027,4788
1064,1415
690,3796
5601,3079
4577,5877
3294,6484
4045,4265
1709,4130
4108,5492
1751,6111
227,2201
1421,2738
1387,2218
818,5426
883,5029
261,6303
400,6107
686,5557
103,6618
937,1622
862,6648
5026,4552
4569,6549
1023,606
4099,6379
6012,6599
2857,678
3143,5468
1524,3647
4165,1255
2833,1902
4956,5308
297,6775
1519,6014
6508,6835
1386,4875
5953,5010
2913,6982
536,1283
2355,1509
578,5234
5732,6199
6577,3316
1910,2454
5862,6299
1057,2186
1943,3986
783,6032
2222,4289
3498,6090
34,1542
1281,6193
2410,863
2487,3591
100,1598
1217,5824
1871,2932
648,5991
3744,6362
1419,5705
6002,2326
1723,3725
2082,4256
4280,5798
5300,6952
118,4392
40,4016
3857,4582
6178,2513
2907,6554
992,3034
1470,5960
3329,3499
141,2007
1604,1666
888,1688
2538,6025
292,1792
1110,4982
138,5354
1817,2381
1340,1995
3832,5623
26,5721
5965,5836
3702,7064
2450,6354
2019,2661
3869,7080
555,3871
873,1859
584,1590
6055,2916
428,2899
5582,6463
4105,5497
1239,3061
6479,4572
5930,6731
455,6852
2361,4220
177,2799
1577,5202
36,6664
4064,1962
3076,6609
1787,3346
1231,3383
4078,4899
3155,6450
1989,2888
609,5340
3004,6001
165,6026
1742,5591
3916,6500
2425,3180
283,692
3287,5511
6124,7044
6103,1303
4340,4281
4804,5040
6062,5584
1375,3699
243,792
116,5030
2656,6048
3293,2172
216,2060
1810,6872
3327,6169
239,5092
6994,3599
4426,7052
3382,5330
2090,4107
419,3342
2755,6900
281,3373
4750,2153
2673,6497
5661,6985
1020,6029
2112,5881
311,6485
1157,1953
1041,5653
3959,4623
1413,4199
1439,2121
726,2930
542,2345
140,186
1833,4261
2754,6356
7020,891
898,6123
178,4444
6972,7071
2053,4818
1080,5987
2489,7003
145,2506
2703,5463
538,1276
3059,1727
492,5758
